fecha_utc,tienda,tipo,pagina,url,metodo,http_status,bytes,titulo,productos,motivo,archivo_html
2026-09-26T11:47:45.294723+00:00,UruguayDigital GamePass,uruguaydigital,24,https://juegosdigitalesuruguay.com/categorias/membresias-xbox?pagina=24,playwright,200,230095,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_gamepass/p24_playwright_http200.html
2026-09-26T11:47:50.236041+00:00,UruguayDigital GamePass,uruguaydigital,25,https://juegosdigitalesuruguay.com/categorias/membresias-xbox?pagina=25,playwright,200,230100,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_gamepass/p25_playwright_http200.html
2026-09-26T11:47:55.170578+00:00,UruguayDigital GamePass,uruguaydigital,26,https://juegosdigitalesuruguay.com/categorias/membresias-xbox?pagina=26,playwright,200,230043,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_gamepass/p26_playwright_http200.html
2026-09-26T11:48:00.174743+00:00,UruguayDigital GamePass,uruguaydigital,27,https://juegosdigitalesuruguay.com/categorias/membresias-xbox?pagina=27,playwright,200,230128,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_gamepass/p27_playwright_http200.html
2026-09-26T11:48:05.143328+00:00,UruguayDigital GamePass,uruguaydigital,28,https://juegosdigitalesuruguay.com/categorias/membresias-xbox?pagina=28,playwright,200,229994,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_gamepass/p28_playwright_http200.html
2026-09-26T11:48:10.156733+00:00,UruguayDigital GamePass,uruguaydigital,29,https://juegosdigitalesuruguay.com/categorias/membresias-xbox?pagina=29,playwright,200,230095,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_gamepass/p29_playwright_http200.html
2026-09-26T11:48:15.071002+00:00,UruguayDigital GamePass,uruguaydigital,30,https://juegosdigitalesuruguay.com/categorias/membresias-xbox?pagina=30,playwright,200,230095,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_gamepass/p30_playwright_http200.html
2026-09-26T11:48:19.713551+00:00,UruguayDigital GamePass,RESUMEN,,,,,,,0,SIN PRODUCTOS / REQUIERE PARSER,
2026-09-26T11:48:24.734007+00:00,UruguayDigital Nintendo,uruguaydigital,1,https://juegosdigitalesuruguay.com/categorias/nintendo-membresia,playwright,200,208849,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_nintendo/p1_playwright_http200.html
2026-09-26T11:48:29.719304+00:00,UruguayDigital Nintendo,uruguaydigital,2,https://juegosdigitalesuruguay.com/categorias/nintendo-membresia?pagina=2,playwright,200,208816,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_nintendo/p2_playwright_http200.html
2026-09-26T11:48:34.635675+00:00,UruguayDigital Nintendo,uruguaydigital,3,https://juegosdigitalesuruguay.com/categorias/nintendo-membresia?pagina=3,playwright,200,208821,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_nintendo/p3_playwright_http200.html
2026-09-26T11:48:39.538387+00:00,UruguayDigital Nintendo,uruguaydigital,4,https://juegosdigitalesuruguay.com/categorias/nintendo-membresia?pagina=4,playwright,200,208764,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_nintendo/p4_playwright_http200.html
2026-09-26T11:48:44.482494+00:00,UruguayDigital Nintendo,uruguaydigital,5,https://juegosdigitalesuruguay.com/categorias/nintendo-membresia?pagina=5,playwright,200,208715,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_nintendo/p5_playwright_http200.html
2026-09-26T11:48:49.492508+00:00,UruguayDigital Nintendo,uruguaydigital,6,https://juegosdigitalesuruguay.com/categorias/nintendo-membresia?pagina=6,playwright,200,208821,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_nintendo/p6_playwright_http200.html
2026-09-26T11:48:54.470472+00:00,UruguayDigital Nintendo,uruguaydigital,7,https://juegosdigitalesuruguay.com/categorias/nintendo-membresia?pagina=7,playwright,200,208816,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_nintendo/p7_playwright_http200.html
2026-09-26T11:48:59.365852+00:00,UruguayDigital Nintendo,uruguaydigital,8,https://juegosdigitalesuruguay.com/categorias/nintendo-membresia?pagina=8,playwright,200,208779,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_nintendo/p8_playwright_http200.html
2026-09-26T11:49:04.288746+00:00,UruguayDigital Nintendo,uruguaydigital,9,https://juegosdigitalesuruguay.com/categorias/nintendo-membresia?pagina=9,playwright,200,208678,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_nintendo/p9_playwright_http200.html
2026-09-26T11:49:09.273842+00:00,UruguayDigital Nintendo,uruguaydigital,10,https://juegosdigitalesuruguay.com/categorias/nintendo-membresia?pagina=10,playwright,200,208816,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_nintendo/p10_playwright_http200.html
2026-09-26T11:49:14.166823+00:00,UruguayDigital Nintendo,uruguaydigital,11,https://juegosdigitalesuruguay.com/categorias/nintendo-membresia?pagina=11,playwright,200,208748,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_nintendo/p11_playwright_http200.html
2026-09-26T11:49:19.046932+00:00,UruguayDigital Nintendo,uruguaydigital,12,https://juegosdigitalesuruguay.com/categorias/nintendo-membresia?pagina=12,playwright,200,208821,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_nintendo/p12_playwright_http200.html
2026-09-26T11:49:23.926175+00:00,UruguayDigital Nintendo,uruguaydigital,13,https://juegosdigitalesuruguay.com/categorias/nintendo-membresia?pagina=13,playwright,200,208816,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_nintendo/p13_playwright_http200.html
2026-09-26T11:49:29.002500+00:00,UruguayDigital Nintendo,uruguaydigital,14,https://juegosdigitalesuruguay.com/categorias/nintendo-membresia?pagina=14,playwright,200,208816,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_nintendo/p14_playwright_http200.html
2026-09-26T11:49:30.944578+00:00,UruguayDigital Nintendo,RESUMEN,,,,,,,0,SIN PRODUCTOS / REQUIERE PARSER,
2026-09-26T11:49:36.002411+00:00,UruguayDigital PS3,uruguaydigital,1,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps3,playwright,200,325632,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps3/p1_playwright_http200.html
2026-09-26T11:49:41.274270+00:00,UruguayDigital PS3,uruguaydigital,2,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps3?pagina=2,playwright,200,325659,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps3/p2_playwright_http200.html
2026-09-26T11:49:46.469899+00:00,UruguayDigital PS3,uruguaydigital,3,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps3?pagina=3,playwright,200,325744,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps3/p3_playwright_http200.html
2026-09-26T11:49:51.629175+00:00,UruguayDigital PS3,uruguaydigital,4,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps3?pagina=4,playwright,200,325615,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps3/p4_playwright_http200.html
2026-09-26T11:49:56.875514+00:00,UruguayDigital PS3,uruguaydigital,5,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps3?pagina=5,playwright,200,325711,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps3/p5_playwright_http200.html
2026-09-26T11:50:02.101740+00:00,UruguayDigital PS3,uruguaydigital,6,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps3?pagina=6,playwright,200,325714,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps3/p6_playwright_http200.html
2026-09-26T11:50:07.339057+00:00,UruguayDigital PS3,uruguaydigital,7,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps3?pagina=7,playwright,200,325558,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps3/p7_playwright_http200.html
2026-09-26T11:50:12.719237+00:00,UruguayDigital PS3,uruguaydigital,8,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps3?pagina=8,playwright,200,325711,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps3/p8_playwright_http200.html
2026-09-26T11:50:17.839137+00:00,UruguayDigital PS3,uruguaydigital,9,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps3?pagina=9,playwright,200,325659,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps3/p9_playwright_http200.html
2026-09-26T11:50:22.913330+00:00,UruguayDigital PS3,uruguaydigital,10,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps3?pagina=10,playwright,200,325714,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps3/p10_playwright_http200.html
2026-09-26T11:50:28.151589+00:00,UruguayDigital PS3,uruguaydigital,11,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps3?pagina=11,playwright,200,325714,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps3/p11_playwright_http200.html
2026-09-26T11:50:33.253100+00:00,UruguayDigital PS3,uruguaydigital,12,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps3?pagina=12,playwright,200,325714,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps3/p12_playwright_http200.html
2026-09-26T11:50:38.534177+00:00,UruguayDigital PS3,uruguaydigital,13,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps3?pagina=13,playwright,200,325662,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps3/p13_playwright_http200.html
2026-09-26T11:50:43.750570+00:00,UruguayDigital PS3,uruguaydigital,14,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps3?pagina=14,playwright,200,325747,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps3/p14_playwright_http200.html
2026-09-26T11:50:48.947148+00:00,UruguayDigital PS3,uruguaydigital,15,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps3?pagina=15,playwright,200,325717,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps3/p15_playwright_http200.html
2026-09-26T11:50:54.263588+00:00,UruguayDigital PS3,uruguaydigital,16,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps3?pagina=16,playwright,200,325747,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps3/p16_playwright_http200.html
2026-09-26T11:50:59.537787+00:00,UruguayDigital PS3,uruguaydigital,17,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps3?pagina=17,playwright,200,325662,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps3/p17_playwright_http200.html
2026-09-26T11:51:04.658394+00:00,UruguayDigital PS3,uruguaydigital,18,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps3?pagina=18,playwright,200,325677,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps3/p18_playwright_http200.html
2026-09-26T11:51:09.843337+00:00,UruguayDigital PS3,uruguaydigital,19,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps3?pagina=19,playwright,200,325747,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps3/p19_playwright_http200.html
2026-09-26T11:51:14.922901+00:00,UruguayDigital PS3,uruguaydigital,20,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps3?pagina=20,playwright,200,325677,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps3/p20_playwright_http200.html
2026-09-26T11:51:20.161056+00:00,UruguayDigital PS3,uruguaydigital,21,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps3?pagina=21,playwright,200,325714,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps3/p21_playwright_http200.html
2026-09-26T11:51:25.469475+00:00,UruguayDigital PS3,uruguaydigital,22,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps3?pagina=22,playwright,200,325719,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps3/p22_playwright_http200.html
2026-09-26T11:51:30.938201+00:00,UruguayDigital PS3,uruguaydigital,23,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps3?pagina=23,playwright,200,325677,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps3/p23_playwright_http200.html
2026-09-26T11:51:36.351891+00:00,UruguayDigital PS3,uruguaydigital,24,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps3?pagina=24,playwright,200,325714,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps3/p24_playwright_http200.html
2026-09-26T11:51:41.552952+00:00,UruguayDigital PS3,uruguaydigital,25,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps3?pagina=25,playwright,200,325714,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps3/p25_playwright_http200.html
2026-09-26T11:51:46.785494+00:00,UruguayDigital PS3,uruguaydigital,26,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps3?pagina=26,playwright,200,325747,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps3/p26_playwright_http200.html
2026-09-26T11:51:52.049097+00:00,UruguayDigital PS3,uruguaydigital,27,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps3?pagina=27,playwright,200,325618,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps3/p27_playwright_http200.html
2026-09-26T11:51:57.155259+00:00,UruguayDigital PS3,uruguaydigital,28,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps3?pagina=28,playwright,200,325616,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps3/p28_playwright_http200.html
2026-09-26T11:52:02.456183+00:00,UruguayDigital PS3,uruguaydigital,29,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps3?pagina=29,playwright,200,325677,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps3/p29_playwright_http200.html
2026-09-26T11:52:07.790039+00:00,UruguayDigital PS3,uruguaydigital,30,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps3?pagina=30,playwright,200,325719,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps3/p30_playwright_http200.html
2026-09-26T11:52:14.391259+00:00,UruguayDigital PS3,RESUMEN,,,,,,,0,SIN PRODUCTOS / REQUIERE PARSER,
2026-09-26T11:52:19.712522+00:00,UruguayDigital PS4,uruguaydigital,1,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps4,playwright,200,330716,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps4/p1_playwright_http200.html
2026-09-26T11:52:25.100669+00:00,UruguayDigital PS4,uruguaydigital,2,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps4?pagina=2,playwright,200,330740,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps4/p2_playwright_http200.html
2026-09-26T11:52:30.663215+00:00,UruguayDigital PS4,uruguaydigital,3,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps4?pagina=3,playwright,200,330688,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps4/p3_playwright_http200.html
2026-09-26T11:52:36.082483+00:00,UruguayDigital PS4,uruguaydigital,4,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps4?pagina=4,playwright,200,330688,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps4/p4_playwright_http200.html
2026-09-26T11:52:41.429293+00:00,UruguayDigital PS4,uruguaydigital,5,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps4?pagina=5,playwright,200,330740,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps4/p5_playwright_http200.html
2026-09-26T11:52:46.972601+00:00,UruguayDigital PS4,uruguaydigital,6,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps4?pagina=6,playwright,200,330703,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps4/p6_playwright_http200.html
2026-09-26T11:52:52.457983+00:00,UruguayDigital PS4,uruguaydigital,7,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps4?pagina=7,playwright,200,330740,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps4/p7_playwright_http200.html
2026-09-26T11:52:58.024826+00:00,UruguayDigital PS4,uruguaydigital,8,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps4?pagina=8,playwright,200,330745,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps4/p8_playwright_http200.html
2026-09-26T11:53:03.463405+00:00,UruguayDigital PS4,uruguaydigital,9,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps4?pagina=9,playwright,200,330688,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps4/p9_playwright_http200.html
2026-09-26T11:53:08.861963+00:00,UruguayDigital PS4,uruguaydigital,10,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps4?pagina=10,playwright,200,330776,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps4/p10_playwright_http200.html
2026-09-26T11:53:14.300587+00:00,UruguayDigital PS4,uruguaydigital,11,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps4?pagina=11,playwright,200,330743,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps4/p11_playwright_http200.html
2026-09-26T11:53:19.665448+00:00,UruguayDigital PS4,uruguaydigital,12,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps4?pagina=12,playwright,200,330691,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps4/p12_playwright_http200.html
2026-09-26T11:53:24.990731+00:00,UruguayDigital PS4,uruguaydigital,13,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps4?pagina=13,playwright,200,330743,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps4/p13_playwright_http200.html
2026-09-26T11:53:30.357465+00:00,UruguayDigital PS4,uruguaydigital,14,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps4?pagina=14,playwright,200,330743,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps4/p14_playwright_http200.html
2026-09-26T11:53:35.631872+00:00,UruguayDigital PS4,uruguaydigital,15,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps4?pagina=15,playwright,200,330743,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps4/p15_playwright_http200.html
2026-09-26T11:53:41.023343+00:00,UruguayDigital PS4,uruguaydigital,16,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps4?pagina=16,playwright,200,330776,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps4/p16_playwright_http200.html
2026-09-26T11:53:46.597485+00:00,UruguayDigital PS4,uruguaydigital,17,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps4?pagina=17,playwright,200,330706,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps4/p17_playwright_http200.html
2026-09-26T11:53:52.025852+00:00,UruguayDigital PS4,uruguaydigital,18,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps4?pagina=18,playwright,200,330706,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps4/p18_playwright_http200.html
2026-09-26T11:53:57.391447+00:00,UruguayDigital PS4,uruguaydigital,19,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps4?pagina=19,playwright,200,330746,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps4/p19_playwright_http200.html
2026-09-26T11:54:02.752571+00:00,UruguayDigital PS4,uruguaydigital,20,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps4?pagina=20,playwright,200,330706,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps4/p20_playwright_http200.html
2026-09-26T11:54:08.076898+00:00,UruguayDigital PS4,uruguaydigital,21,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps4?pagina=21,playwright,200,330776,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps4/p21_playwright_http200.html
2026-09-26T11:54:13.542360+00:00,UruguayDigital PS4,uruguaydigital,22,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps4?pagina=22,playwright,200,330675,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps4/p22_playwright_http200.html
2026-09-26T11:54:18.989502+00:00,UruguayDigital PS4,uruguaydigital,23,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps4?pagina=23,playwright,200,330748,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps4/p23_playwright_http200.html
2026-09-26T11:54:24.355173+00:00,UruguayDigital PS4,uruguaydigital,24,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps4?pagina=24,playwright,200,330743,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps4/p24_playwright_http200.html
2026-09-26T11:54:29.759910+00:00,UruguayDigital PS4,uruguaydigital,25,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps4?pagina=25,playwright,200,330706,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps4/p25_playwright_http200.html
2026-09-26T11:54:35.205523+00:00,UruguayDigital PS4,uruguaydigital,26,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps4?pagina=26,playwright,200,330743,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps4/p26_playwright_http200.html
2026-09-26T11:54:40.676901+00:00,UruguayDigital PS4,uruguaydigital,27,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps4?pagina=27,playwright,200,330743,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps4/p27_playwright_http200.html
2026-09-26T11:54:46.102473+00:00,UruguayDigital PS4,uruguaydigital,28,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps4?pagina=28,playwright,200,330748,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps4/p28_playwright_http200.html
2026-09-26T11:54:51.441278+00:00,UruguayDigital PS4,uruguaydigital,29,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps4?pagina=29,playwright,200,330776,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps4/p29_playwright_http200.html
2026-09-26T11:54:56.817411+00:00,UruguayDigital PS4,uruguaydigital,30,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps4?pagina=30,playwright,200,330776,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps4/p30_playwright_http200.html
2026-09-26T11:55:03.656627+00:00,UruguayDigital PS4,RESUMEN,,,,,,,0,SIN PRODUCTOS / REQUIERE PARSER,
2026-09-26T11:55:09.088624+00:00,UruguayDigital PS5,uruguaydigital,1,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps5,playwright,200,333306,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps5/p1_playwright_http200.html
2026-09-26T11:55:14.480364+00:00,UruguayDigital PS5,uruguaydigital,2,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps5?pagina=2,playwright,200,333363,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps5/p2_playwright_http200.html
2026-09-26T11:55:19.986388+00:00,UruguayDigital PS5,uruguaydigital,3,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps5?pagina=3,playwright,200,333431,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps5/p3_playwright_http200.html
2026-09-26T11:55:25.406109+00:00,UruguayDigital PS5,uruguaydigital,4,https://juegosdigitalesuruguay.com/categorias/juegos-digitales-ps5?pagina=4,playwright,200,333379,"Juegos Digitales Uruguay | PS5, PS4, Xbox y Switch Baratos",,,cuarentena_raw/uruguaydigital_ps5/p4_playwright_http200.html
