Fuente,Tienda,Nombre,Nombre Limpio,Precio Original,Moneda,Precio UYU,Plataforma,Link,NombreKey,Demanda,Competitividad,ScoreVenta,Nivel,Costo UYU,Precio Venta UYU,Ganancia UYU,Margen sobre venta %
Shopify,GamerLab All,Injustice: Gods Among Us Ultimate Edition - CUENTA PRINCIPAL PS4,INJUSTICE: GODS AMONG US EDITION - PRINCIPAL,4.0 USD,USD,160.64,PS4,https://juegosdigitalesgamerlab.com/products/injustice-gods-among-us-ultimate-edition,INJUSTICE: GODS AMONG US EDITION - PRINCIPAL,50.2,1.0,70.1,MUY ALTO,161.0,201.0,40.0,19.9
Woocommerce,UYJuegos PS4,PAYDAY 2 CRIMEWAVE EDITION PS4,PAYDAY 2 CRIMEWAVE EDITION,172 UYU,UYU,172.0,PS4,https://uruguayjuegosdigitales.com/tienda/juegos-digitales-ps4/payday-2-crimewave-edition-ps4/,PAYDAY 2 CRIMEWAVE EDITION,62.0,1.0,77.2,MUY ALTO,172.0,215.0,43.0,20.0
Woocommerce,UYJuegos PS4,RUST PS4,RUST,1.548 UYU,UYU,1548.0,PS4,https://uruguayjuegosdigitales.com/tienda/juegos-digitales-ps4/rust-ps4/,RUST,70.3,1.0,82.2,MUY ALTO,1548.0,1935.0,387.0,20.0
Woocommerce,MDQ PS4,Rust Console Edition,RUST CONSOLE EDITION,"$ 26,500.00",ARS,682.21,PS4,https://mdqstore.com/producto/rust-console-edition/,RUST CONSOLE EDITION,70.3,1.0,82.2,MUY ALTO,682.0,852.0,170.0,20.0
Shopify,GamerLab PS4,Rust Console Edition - ULTIMATE EDITION/CUENTA PRINCIPAL,RUST CONSOLE EDITION - EDITION/ PRINCIPAL,30.0 USD,USD,1204.81,PS4,https://juegosdigitalesgamerlab.com/products/rust-console-edition,RUST CONSOLE EDITION - EDITION/ PRINCIPAL,70.3,1.0,82.2,MUY ALTO,1205.0,1506.0,301.0,20.0
Shopify,GamerLab All,Rust Console Edition - CUENTA PRINCIPAL PS4,RUST CONSOLE EDITION - PRINCIPAL,25.0 USD,USD,1004.01,PS4,https://juegosdigitalesgamerlab.com/products/rust-console-edition,RUST CONSOLE EDITION - PRINCIPAL,70.3,1.0,82.2,MUY ALTO,1004.0,1255.0,251.0,20.0
Woocommerce,UYJuegos PS4,STARDEW VALLEY PS4,STARDEW VALLEY,387 UYU,UYU,387.0,PS4,https://uruguayjuegosdigitales.com/tienda/juegos-digitales-ps4/stardew-valley-ps4/,STARDEW VALLEY,66.8,1.0,80.1,MUY ALTO,387.0,484.0,97.0,20.0
Woocommerce,UYJuegos PS4,Terraria PS4,TERRARIA,688 UYU,UYU,688.0,PS4,https://uruguayjuegosdigitales.com/tienda/juegos-digitales-ps4/terraria-ps4/,TERRARIA,79.8,1.0,87.9,TOP,688.0,860.0,172.0,20.0
Shopify,GamerLab PS4,Terraria - CUENTA PRINCIPAL PS4,TERRARIA - PRINCIPAL,7.0 USD,USD,281.12,PS4,https://juegosdigitalesgamerlab.com/products/terraria,TERRARIA - PRINCIPAL,79.8,1.0,87.9,TOP,281.0,351.0,70.0,19.9
Woocommerce,UYJuegos PS4,THE FOREST PS4,THE FOREST,215 UYU,UYU,215.0,PS4,https://uruguayjuegosdigitales.com/tienda/juegos-digitales-ps4/the-forest-ps4/,THE FOREST,65.6,1.0,79.4,MUY ALTO,215.0,269.0,54.0,20.1
Shopify,GamerLab All,The Forest - CUENTA PRINCIPAL PS4,THE FOREST - PRINCIPAL,5.0 USD,USD,200.8,PS4,https://juegosdigitalesgamerlab.com/products/the-forest-ps4,THE FOREST - PRINCIPAL,65.6,1.0,79.4,MUY ALTO,201.0,251.0,50.0,19.9
Woocommerce,UYJuegos PS4,THE WOLF AMONG US PS4,THE WOLF AMONG US,559 UYU,UYU,559.0,PS4,https://uruguayjuegosdigitales.com/tienda/juegos-digitales-ps4/the-wolf-among-us-ps4/,THE WOLF AMONG US,50.2,1.0,70.1,MUY ALTO,559.0,699.0,140.0,20.0
Woocommerce,UYJuegos PS4,THE WOLF AMONG US 2 PS4,THE WOLF AMONG US 2,1.677 UYU,UYU,1677.0,PS4,https://uruguayjuegosdigitales.com/tienda/juegos-digitales-ps4/the-wolf-among-us-2-ps4/,THE WOLF AMONG US 2,50.2,1.0,70.1,MUY ALTO,1677.0,2096.0,419.0,20.0
Woocommerce,UYJuegos PS5,AMONG US PS5,AMONG US,86 UYU,UYU,86.0,PS5,https://uruguayjuegosdigitales.com/tienda/juegos-digitales-ps5/among-us-ps5/,AMONG US,50.2,1.0,70.1,MUY ALTO,86.0,108.0,22.0,20.4
Shopify,GamerLab PS4,Among Us - CUENTA PRINCIPAL PS5,AMONG US - PRINCIPAL,2.0 USD,USD,80.32,PS5,https://juegosdigitalesgamerlab.com/products/among-us-ps5,AMONG US - PRINCIPAL,50.2,1.0,70.1,MUY ALTO,80.0,100.0,20.0,20.0
Jdp4p5,JDP4P5 PS4,AMONG US PS4 | PS5,AMONG US |,$34.510,ARS,888.42,PS5,https://juegosdigitalesps4ps5.com/productos/among-us-ps4-ps5/,AMONG US |,50.2,1.0,70.1,MUY ALTO,888.0,1110.0,222.0,20.0
Shopify,GamerLab All,ARK: Survival Evolved - CUENTA PRINCIPAL PS5,ARK: SURVIVAL EVOLVED - PRINCIPAL,12.0 USD,USD,481.92,PS5,https://juegosdigitalesgamerlab.com/products/ark-survival-evolved,ARK: SURVIVAL EVOLVED - PRINCIPAL,68.0,1.0,80.8,MUY ALTO,482.0,602.0,120.0,19.9
Shopify,GamerLab PS4,ARK: Survival Evolved - ULTIMATE SURVIVOR EDITION PS5,ARK: SURVIVAL EVOLVED - SURVIVOR EDITION,20.0 USD,USD,803.21,PS5,https://juegosdigitalesgamerlab.com/products/ark-survival-evolved,ARK: SURVIVAL EVOLVED - SURVIVOR EDITION,68.0,1.0,80.8,MUY ALTO,803.0,1004.0,201.0,20.0
Shopify,GamerLab PS5,Baldur's Gate 3 - DELUXE EDITION,BALDUR'S GATE 3 - EDITION,35.0 USD,USD,1405.61,PS5,https://juegosdigitalesgamerlab.com/products/baldurs-gate-3-ps5,BALDUR'S GATE 3 - EDITION,76.3,1.0,85.8,TOP,1406.0,1758.0,352.0,20.0
Shopify,GamerLab PS5,Baldur's Gate 3 - CUENTA PRINCIPAL PS5,BALDUR'S GATE 3 - PRINCIPAL,35.0 USD,USD,1405.61,PS5,https://juegosdigitalesgamerlab.com/products/baldurs-gate-3-ps5,BALDUR'S GATE 3 - PRINCIPAL,76.3,1.0,85.8,TOP,1406.0,1758.0,352.0,20.0
Shopify,GamerLab All,Baldur's Gate 3 - CUENTA SECUNDARIA,BALDUR'S GATE 3 - SECUNDARIA,25.0 USD,USD,1004.01,PS5,https://juegosdigitalesgamerlab.com/products/baldurs-gate-3-ps5,BALDUR'S GATE 3 - SECUNDARIA,76.3,1.0,85.8,TOP,1004.0,1255.0,251.0,20.0
Woocommerce,MDQ PS5,Black Myth: Wukong PS5,BLACK MYTH: WUKONG,"$ 37,900.00",ARS,975.69,PS5,https://mdqstore.com/producto/black-myth-wukong-ps5/,BLACK MYTH: WUKONG,91.7,1.0,95.0,TOP,976.0,1220.0,244.0,20.0
Shopify,Alpha PS5 Primaria,Black Myth: Wukong PS5 - Cuenta Principal,BLACK MYTH: WUKONG - PRINCIPAL,19.0 USD,USD,763.05,PS5,https://alphajuegosdigitales.com/products/black-myth-wukong-ps5,BLACK MYTH: WUKONG - PRINCIPAL,91.7,1.0,95.0,TOP,763.0,954.0,191.0,20.0
Shopify,Alpha PS5 Primaria,Black Myth: Wukong PS5 - Cuenta Secundaria,BLACK MYTH: WUKONG - SECUNDARIA,14.0 USD,USD,562.24,PS5,https://alphajuegosdigitales.com/products/black-myth-wukong-ps5,BLACK MYTH: WUKONG - SECUNDARIA,91.7,1.0,95.0,TOP,562.0,702.0,140.0,19.9
Shopify,GamerLab All,Black Myth: Wukong - CUENTA SECUNDARÍA PS5,BLACK MYTH: WUKONG - SECUNDARÍA,25.0 USD,USD,1004.01,PS5,https://juegosdigitalesgamerlab.com/products/black-myth-wukong,BLACK MYTH: WUKONG - SECUNDARÍA,91.7,1.0,95.0,TOP,1004.0,1255.0,251.0,20.0
Shopify,GamerLab All,Black Myth: Wukong - VERSION DELUXE PS5,BLACK MYTH: WUKONG - VERSION,35.0 USD,USD,1405.61,PS5,https://juegosdigitalesgamerlab.com/products/black-myth-wukong,BLACK MYTH: WUKONG - VERSION,91.7,1.0,95.0,TOP,1406.0,1758.0,352.0,20.0
Woocommerce,UYJuegos PS5,CYBERPUNK 2077 PS5,CYBERPUNK 2077,1.118 UYU,UYU,1118.0,PS5,https://uruguayjuegosdigitales.com/tienda/juegos-digitales-ps5/cyberpunk-2077-ps5/,CYBERPUNK 2077,56.1,1.0,73.7,MUY ALTO,1118.0,1398.0,280.0,20.0
Shopify,GamerLab All,Cyberpunk 2077 - CUENTA PRINCIPAL PS5,CYBERPUNK 2077 - PRINCIPAL,14.0 USD,USD,562.24,PS5,https://juegosdigitalesgamerlab.com/products/cyberpunk-2077-ps5,CYBERPUNK 2077 - PRINCIPAL,56.1,1.0,73.7,MUY ALTO,562.0,702.0,140.0,19.9
Woocommerce,UYJuegos PS5,Cyberpunk 2077 Ultimate Edition PS5,CYBERPUNK 2077 EDITION,2.451 UYU,UYU,2451.0,PS5,https://uruguayjuegosdigitales.com/tienda/juegos-digitales-ps5/cyberpunk-2077-ultimate-edition-ps5/,CYBERPUNK 2077 EDITION,56.1,1.0,73.7,MUY ALTO,2451.0,3064.0,613.0,20.0
Woocommerce,UYJuegos PS5,CYBERPUNK 2077 PHANTOM LIBERTY BUNDLE PS5,CYBERPUNK 2077 PHANTOM LIBERTY BUNDLE,2.107 UYU,UYU,2107.0,PS5,https://uruguayjuegosdigitales.com/tienda/juegos-digitales-ps5/cyberpunk-2077-phantom-liberty-bundle-ps5/,CYBERPUNK 2077 PHANTOM LIBERTY BUNDLE,56.1,1.0,73.7,MUY ALTO,2107.0,2634.0,527.0,20.0
Jdp4p5,JDP4P5 PS4,CYBERPUNK 2077 PS4 | PS5,CYBERPUNK 2077 |,$40.460,ARS,1041.59,PS5,https://juegosdigitalesps4ps5.com/productos/cyberpunk-2077-ps4-ps5/,CYBERPUNK 2077 |,56.1,1.0,73.7,MUY ALTO,1042.0,1302.0,260.0,20.0
Shopify,GamerLab PS5,Cyberpunk 2077: Ultimate Edition (PS5) - CUENTA PRINCIPAL PS5,CYBERPUNK 2077: EDITION () - PRINCIPAL,29.0 USD,USD,1164.65,PS5,https://juegosdigitalesgamerlab.com/products/cyberpunk-2077-ultimate-edition-ps5,CYBERPUNK 2077: EDITION () - PRINCIPAL,56.1,1.0,73.7,MUY ALTO,1165.0,1456.0,291.0,20.0
Shopify,GamerLab PS5,Cyberpunk 2077: Ultimate Edition (PS5) - CUENTA SECUNDARIA PS5,CYBERPUNK 2077: EDITION () - SECUNDARIA,15.0 USD,USD,602.4,PS5,https://juegosdigitalesgamerlab.com/products/cyberpunk-2077-ultimate-edition-ps5,CYBERPUNK 2077: EDITION () - SECUNDARIA,56.1,1.0,73.7,MUY ALTO,602.0,752.0,150.0,19.9
Woocommerce,UYJuegos PS5,DEAD BY DAYLIGHT PS5,DEAD BY DAYLIGHT,860 UYU,UYU,860.0,PS5,https://uruguayjuegosdigitales.com/tienda/juegos-digitales-ps5/dead-by-daylight-ps5/,DEAD BY DAYLIGHT,54.9,1.0,72.9,MUY ALTO,860.0,1075.0,215.0,20.0
Shopify,GamerLab PS5,Dead by Daylight - CUENTA PRINCIPAL PS5,DEAD BY DAYLIGHT - PRINCIPAL,10.0 USD,USD,401.6,PS5,https://juegosdigitalesgamerlab.com/products/dead-by-daylight,DEAD BY DAYLIGHT - PRINCIPAL,54.9,1.0,72.9,MUY ALTO,402.0,502.0,100.0,19.9
Jdp4p5,JDP4P5 PS4,DEAD BY DAYLIGHT PS4 | PS5,DEAD BY DAYLIGHT |,$34.510,ARS,888.42,PS5,https://juegosdigitalesps4ps5.com/productos/dead-by-daylight-ps4-ps5/,DEAD BY DAYLIGHT |,54.9,1.0,72.9,MUY ALTO,888.0,1110.0,222.0,20.0
Woocommerce,UYJuegos PS5,Destiny 2 Legacy Collection PS5,DESTINY 2 LEGACY COLLECTION,2.107 UYU,UYU,2107.0,PS5,https://uruguayjuegosdigitales.com/tienda/juegos-digitales-ps5/destiny-2-legacy-collection-ps5/,DESTINY 2 LEGACY COLLECTION,72.7,1.0,83.6,MUY ALTO,2107.0,2634.0,527.0,20.0
Woocommerce,UYJuegos PS5,DESTINY 2 MAS ALLA DE LA LUZ (BEYOND light) PS5,DESTINY 2 MAS ALLA DE LA LUZ (BEYOND LIGHT),817 UYU,UYU,817.0,PS5,https://uruguayjuegosdigitales.com/tienda/juegos-digitales-ps5/destiny-2-mas-alla-de-la-luz-beyond-light-ps5/,DESTINY 2 MAS ALLA DE LA LUZ (BEYOND LIGHT),72.7,1.0,83.6,MUY ALTO,817.0,1021.0,204.0,20.0
Woocommerce,MDQ PS5,Elden Ring,ELDEN RING,"$ 35,990.00",ARS,926.52,PS5,https://mdqstore.com/producto/elden-ring/,ELDEN RING,81.0,1.0,88.6,TOP,927.0,1159.0,232.0,20.0
Shopify,GamerLab All,ELDEN RING + EXPANSION Shadow of the Erdtree Edition - CUENTA PRINCIPAL PS5,ELDEN RING + EXPANSION SHADOW OF THE ERDTREE EDITION - PRINCIPAL,45.0 USD,USD,1807.21,PS5,https://juegosdigitalesgamerlab.com/products/elden-ring-shadow-of-the-erdtree-edition-ps4,ELDEN RING + EXPANSION SHADOW OF THE ERDTREE EDITION - PRINCIPAL,81.0,1.0,88.6,TOP,1807.0,2259.0,452.0,20.0
Jdp4p5,JDP4P5 PS5,ELDEN RING + SHADOW OF THE ERDTREE PS4 | PS5,ELDEN RING + SHADOW OF THE ERDTREE |,$88.060,ARS,2267.0,PS5,https://juegosdigitalesps4ps5.com/productos/elden-ring-shadow-of-the-erdtree-ps4-ps5/,ELDEN RING + SHADOW OF THE ERDTREE |,81.0,1.0,88.6,TOP,2267.0,2834.0,567.0,20.0
Shopify,GamerLab PS5,ELDEN RING - CUENTA PRINCIPAL PS4,ELDEN RING - PRINCIPAL,15.0 USD,USD,602.4,PS5,https://juegosdigitalesgamerlab.com/products/elden-ring-ps5,ELDEN RING - PRINCIPAL,81.0,1.0,88.6,TOP,602.0,752.0,150.0,19.9
Shopify,GamerLab PS4,ELDEN RING NIGHTREIGN Deluxe Edition PS4 y PS5 - CUENTA PRINCIPAL PS4,ELDEN RING NIGHTREIGN EDITION Y - PRINCIPAL,35.0 USD,USD,1405.61,PS5,https://juegosdigitalesgamerlab.com/products/elden-ring-nightreign-deluxe-edition-ps4-y-ps5,ELDEN RING NIGHTREIGN EDITION Y - PRINCIPAL,81.0,1.0,88.6,TOP,1406.0,1758.0,352.0,20.0
Woocommerce,UYJuegos PS5,ELDEN RING NIGHTREIGN ESTANDAR EDITION PS5,ELDEN RING NIGHTREIGN ESTANDAR EDITION,1.419 UYU,UYU,1419.0,PS5,https://uruguayjuegosdigitales.com/tienda/juegos-digitales-ps5/elden-ring-nightreign-estandar-edition-ps5/,ELDEN RING NIGHTREIGN ESTANDAR EDITION,81.0,1.0,88.6,TOP,1419.0,1774.0,355.0,20.0
Shopify,GamerLab PS4,ELDEN RING NIGHTREIGN PS4 y PS5 - CUENTA PRINCIPAL PS4,ELDEN RING NIGHTREIGN Y - PRINCIPAL,18.0 USD,USD,722.89,PS5,https://juegosdigitalesgamerlab.com/products/elden-ring-nightreign-ps4-y-ps5,ELDEN RING NIGHTREIGN Y - PRINCIPAL,81.0,1.0,88.6,TOP,723.0,904.0,181.0,20.0
Jdp4p5,JDP4P5 PS5,ELDEN RING NIGHTREIGN PS4 | PS5,ELDEN RING NIGHTREIGN |,$52.360,ARS,1347.94,PS5,https://juegosdigitalesps4ps5.com/productos/elden-ring-nightreign-ps4-ps5/,ELDEN RING NIGHTREIGN |,81.0,1.0,88.6,TOP,1348.0,1685.0,337.0,20.0
Jdp4p5,JDP4P5 PS5,ELDEN RING PS4 | PS5,ELDEN RING |,$285.600,ARS,7352.42,PS5,https://juegosdigitalesps4ps5.com/productos/elden-ring-ps4-ps5/,ELDEN RING |,81.0,1.0,88.6,TOP,7352.0,9190.0,1838.0,20.0
Woocommerce,UYJuegos PS5,Elden Ring: Shadow of the Erdtree PS5,ELDEN RING: SHADOW OF THE ERDTREE,1.935 UYU,UYU,1935.0,PS5,https://uruguayjuegosdigitales.com/tienda/juegos-digitales-ps5/elden-ring-shadow-of-the-erdtree-ps5/,ELDEN RING: SHADOW OF THE ERDTREE,81.0,1.0,88.6,TOP,1935.0,2419.0,484.0,20.0
Jdp4p5,JDP4P5 PS5,HELLDIVERS 2 PS5,HELLDIVERS 2,$70.210,ARS,1807.47,PS5,https://juegosdigitalesps4ps5.com/productos/helldivers-2-ps5/,HELLDIVERS 2,83.4,1.0,90.0,TOP,1807.0,2259.0,452.0,20.0
Shopify,GamerLab PS5,HELLDIVERS 2 Super Citizen Edition PS5 - CUENTA PRINCIPAL PS5,HELLDIVERS 2 SUPER CITIZEN EDITION - PRINCIPAL,35.0 USD,USD,1405.61,PS5,https://juegosdigitalesgamerlab.com/products/helldivers-2-super-citizen-edition-ps5,HELLDIVERS 2 SUPER CITIZEN EDITION - PRINCIPAL,83.4,1.0,90.0,TOP,1406.0,1758.0,352.0,20.0
Woocommerce,UYJuegos PS5,HELLDIVERS 2 – PS5,HELLDIVERS 2 –,1.677 UYU,UYU,1677.0,PS5,https://uruguayjuegosdigitales.com/tienda/juegos-digitales-ps5/helldivers-2-ps5/,HELLDIVERS 2 –,83.4,1.0,90.0,TOP,1677.0,2096.0,419.0,20.0
Woocommerce,UYJuegos PS5,Hogwarts Legacy PS5,HOGWARTS LEGACY,1.032 UYU,UYU,1032.0,PS5,https://uruguayjuegosdigitales.com/tienda/juegos-digitales-ps5/hogwarts-legacy-ps5/,HOGWARTS LEGACY,53.7,1.0,72.2,MUY ALTO,1032.0,1290.0,258.0,20.0
Woocommerce,UYJuegos PS5,HOGWARTS LEGACY + HARRY POTTER: QUIDDITCH CHAMPIONS DELUXE EDITIONS BUNDLE PS5,HOGWARTS LEGACY + HARRY POTTER: QUIDDITCH CHAMPIONS EDITIONS BUNDLE,3.053 UYU,UYU,3053.0,PS5,https://uruguayjuegosdigitales.com/tienda/juegos-digitales-ps5/pack-ps5/hogwarts-legacy-harry-potter/,HOGWARTS LEGACY + HARRY POTTER: QUIDDITCH CHAMPIONS EDITIONS BUNDLE,53.7,1.0,72.2,MUY ALTO,3053.0,3816.0,763.0,20.0
Shopify,GamerLab All,Hogwarts Legacy - CUENTA PRINCIPAL PS4,HOGWARTS LEGACY - PRINCIPAL,6.0 USD,USD,240.96,PS5,https://juegosdigitalesgamerlab.com/products/hogwarts-legacy-edicion-deluxe-ps5,HOGWARTS LEGACY - PRINCIPAL,53.7,1.0,72.2,MUY ALTO,241.0,301.0,60.0,19.9
Woocommerce,UYJuegos PS5,HOGWARTS LEGACY DIGITAL DELUXE EDITION PS5,HOGWARTS LEGACY EDITION,602 UYU,UYU,602.0,PS5,https://uruguayjuegosdigitales.com/tienda/juegos-digitales-ps5/estrenos-ps5/hogwarts-legacy-digital-deluxe-edition-ps5/,HOGWARTS LEGACY EDITION,53.7,1.0,72.2,MUY ALTO,602.0,752.0,150.0,19.9
Jdp4p5,JDP4P5 PS5,HOGWARTS LEGACY PS4 | PS5,HOGWARTS LEGACY |,$34.510,ARS,888.42,PS5,https://juegosdigitalesps4ps5.com/productos/hogwarts-legacy-ps4-ps5/,HOGWARTS LEGACY |,53.7,1.0,72.2,MUY ALTO,888.0,1110.0,222.0,20.0
Shopify,GamerLab PS4,Hogwarts Legacy: Edición Digital Deluxe - CUENTA PRINCIPAL PS5,HOGWARTS LEGACY: EDICIÓN - PRINCIPAL,8.0 USD,USD,321.28,PS5,https://juegosdigitalesgamerlab.com/products/hogwarts-legacy-edicion-digital-deluxe,HOGWARTS LEGACY: EDICIÓN - PRINCIPAL,53.7,1.0,72.2,MUY ALTO,321.0,401.0,80.0,20.0
Woocommerce,UYJuegos PS5,INJUSTICE GODS AMONG US ULTIMATE EDITION PS5,INJUSTICE GODS AMONG US EDITION,344 UYU,UYU,344.0,PS5,https://uruguayjuegosdigitales.com/tienda/juegos-digitales-ps5/injustice-gods-among-us-ultimate-edition-ps5/,INJUSTICE GODS AMONG US EDITION,50.2,1.0,70.1,MUY ALTO,344.0,430.0,86.0,20.0
Shopify,GamerLab PS5,Injustice: Gods Among Us Ultimate Edition - CUENTA PRINCIPAL PS5,INJUSTICE: GODS AMONG US EDITION - PRINCIPAL,4.0 USD,USD,160.64,PS5,https://juegosdigitalesgamerlab.com/products/injustice-gods-among-us-ultimate-edition,INJUSTICE: GODS AMONG US EDITION - PRINCIPAL,50.2,1.0,70.1,MUY ALTO,161.0,201.0,40.0,19.9
Shopify,Alpha PS5 Primaria,MONSTER HUNTER WILDS PS5,MONSTER HUNTER WILDS,36.0 USD,USD,1445.77,PS5,https://alphajuegosdigitales.com/products/monster-hunter-wilds-ps5-principal,MONSTER HUNTER WILDS,84.6,1.0,90.8,TOP,1446.0,1808.0,362.0,20.0
Shopify,GamerLab PS5,Monster Hunter Wilds - EDICION DELUXE/ CUENTA PRINCIPAL PS5,MONSTER HUNTER WILDS - EDICION / PRINCIPAL,35.0 USD,USD,1405.61,PS5,https://juegosdigitalesgamerlab.com/products/monster-hunter-wilds,MONSTER HUNTER WILDS - EDICION / PRINCIPAL,84.6,1.0,90.8,TOP,1406.0,1758.0,352.0,20.0
Shopify,GamerLab All,Monster Hunter Wilds - EDICION DELUXE PREMIUM / CUENTA PRINCIPAL PS5,MONSTER HUNTER WILDS - EDICION PREMIUM / PRINCIPAL,45.0 USD,USD,1807.21,PS5,https://juegosdigitalesgamerlab.com/products/monster-hunter-wilds,MONSTER HUNTER WILDS - EDICION PREMIUM / PRINCIPAL,84.6,1.0,90.8,TOP,1807.0,2259.0,452.0,20.0
Shopify,GamerLab PS5,Monster Hunter Wilds - CUENTA PRIMARIA PS5,MONSTER HUNTER WILDS - PRIMARIA,22.0 USD,USD,883.53,PS5,https://juegosdigitalesgamerlab.com/products/monster-hunter-wilds,MONSTER HUNTER WILDS - PRIMARIA,84.6,1.0,90.8,TOP,884.0,1105.0,221.0,20.0
Shopify,GamerLab PS5,Monster Hunter Wilds - CUENTA SECUNDARIA PS5,MONSTER HUNTER WILDS - SECUNDARIA,12.0 USD,USD,481.92,PS5,https://juegosdigitalesgamerlab.com/products/monster-hunter-wilds,MONSTER HUNTER WILDS - SECUNDARIA,84.6,1.0,90.8,TOP,482.0,602.0,120.0,19.9
Shopify,GamerLab PS5,NEW WORLD: AETERNUM - CUENTA PRIMARIA PS5,NEW WORLD: AETERNUM - PRIMARIA,50.0 USD,USD,2008.02,PS5,https://juegosdigitalesgamerlab.com/products/new-world-aeternum,NEW WORLD: AETERNUM - PRIMARIA,92.9,1.0,95.7,TOP,2008.0,2510.0,502.0,20.0
Shopify,GamerLab PS5,NEW WORLD: AETERNUM - CUENTA SECUNDARIA,NEW WORLD: AETERNUM - SECUNDARIA,35.0 USD,USD,1405.61,PS5,https://juegosdigitalesgamerlab.com/products/new-world-aeternum,NEW WORLD: AETERNUM - SECUNDARIA,92.9,1.0,95.7,TOP,1406.0,1758.0,352.0,20.0
Shopify,Alpha PS5 Primaria,PALWORLD PS5,PALWORLD,15.0 USD,USD,602.4,PS5,https://alphajuegosdigitales.com/products/palworld-ps5-principal,PALWORLD,96.4,1.0,97.8,TOP,602.0,752.0,150.0,19.9
Shopify,GamerLab All,Palworld - CUENTA PRIMARIA PS5,PALWORLD - PRIMARIA,15.0 USD,USD,602.4,PS5,https://juegosdigitalesgamerlab.com/products/palworld,PALWORLD - PRIMARIA,96.4,1.0,97.8,TOP,602.0,752.0,150.0,19.9
Shopify,GamerLab PS5,Palworld - CUENTA SECUNDARIA,PALWORLD - SECUNDARIA,10.0 USD,USD,401.6,PS5,https://juegosdigitalesgamerlab.com/products/palworld,PALWORLD - SECUNDARIA,96.4,1.0,97.8,TOP,402.0,502.0,100.0,19.9
Woocommerce,UYJuegos PS5,PAYDAY 2 CRIMEWAVE EDITION PS5,PAYDAY 2 CRIMEWAVE EDITION,172 UYU,UYU,172.0,PS5,https://uruguayjuegosdigitales.com/tienda/juegos-digitales-ps5/payday-2-crimewave-edition-ps5/,PAYDAY 2 CRIMEWAVE EDITION,62.0,1.0,77.2,MUY ALTO,172.0,215.0,43.0,20.0
Shopify,GamerLab All,PAYDAY 2: Crimewave Edition - CUENTA PRINCIPAL PS5,PAYDAY 2: CRIMEWAVE EDITION - PRINCIPAL,3.0 USD,USD,120.48,PS5,https://juegosdigitalesgamerlab.com/products/payday-2-crimewave-edition,PAYDAY 2: CRIMEWAVE EDITION - PRINCIPAL,62.0,1.0,77.2,MUY ALTO,120.0,150.0,30.0,20.0
Woocommerce,UYJuegos PS4,RUST PS5,RUST,1.548 UYU,UYU,1548.0,PS5,https://uruguayjuegosdigitales.com/tienda/juegos-digitales-ps4/rust-ps5/,RUST,70.3,1.0,82.2,MUY ALTO,1548.0,1935.0,387.0,20.0
